img1,img2,label
neutral\paul_rudd\000011.jpg,masked\immanuel_macron_wearing_mask\000018.jpg,0
neutral\bill_gates\000010.jpg,masked\bill_gates_wearing_mask\000002.jpg,1
neutral\joaquin_phoenix\000004.jpg,sunglasses\joaquin_phoenix_wearing_sunglasses\000002.jpg,1
neutral\george_clooney\000019.jpg,sunglasses\jon_favreau_wearing_sunglasses\000008.jpg,0
neutral\elon_musk\000017.jpg,masked\elon_musk_wearing_mask\000006.jpg,1
neutral\christian_bale\000020.jpg,sunglasses\christian_bale_wearing_sunglasses\000004.jpg,1
neutral\lebron_james\000004.jpg,masked\naomi_osaka_wearing_mask\000048.jpg,0
neutral\emily_blunt\000025.jpg,sunglasses\esteban_ocon_wearing_sunglasses\000008.jpg,0
neutral\keanu_reeves\000015.jpg,sunglasses\simon_pegg_wearing_sunglasses\000017.jpg,0
neutral\yuki_tsunoda\000009.jpg,masked\yuki_tsunoda_wearing_mask\000003.jpg,1
neutral\nikita_mazepin\000006.jpg,sunglasses\mark_zuckerberg_wearing_sunglasses\000008.jpg,0
neutral\patrick_leahy\000021.jpg,masked\patrick_leahy_wearing_mask\000012.jpg,1
neutral\serena_williams\000026.jpg,sunglasses\serena_williams_wearing_sunglasses\000006.jpg,1
neutral\cory_booker\000018.jpg,masked\mark_zuckerberg_wearing_mask\000001.jpg,0
neutral\don_cheadle\000056.jpg,sunglasses\don_cheadle_wearing_sunglasses\000027.jpg,1
neutral\naomi_osaka\000014.jpg,masked\elizabeth_warren_wearing_mask\000002.jpg,0
neutral\james_mcavoy\000016.jpg,sunglasses\nick_nolte_wearing_sunglasses\000001.jpg,0
neutral\fernando_alonso\000005.jpg,sunglasses\ben_mendelsohn_wearing_sunglasses\000006.jpg,0
neutral\john_boyega\000030.jpg,sunglasses\john_boyega_wearing_sunglasses\000001.jpg,1
neutral\serena_williams\000005.jpg,sunglasses\serena_williams_wearing_sunglasses\000006.jpg,1
neutral\michael_keaton\000019.jpg,masked\iga_swiatek_wearing_mask\000001.jpg,0
neutral\diego_schwartzman\000003.jpg,masked\diego_schwartzman_wearing_mask\000001.jpg,1
neutral\manuel_neuer\000020.jpg,sunglasses\manuel_neuer_wearing_sunglasses\000001.jpg,1
neutral\bryce_dallas_howard\000010.jpg,sunglasses\patrick_wilson_wearing_sunglasses\000004.jpg,0
neutral\bernie_sanders\000005.jpg,masked\bernie_sanders_wearing_mask\000005.jpg,1
neutral\samuel_l._jackson\000017.jpg,masked\lebron_james_wearing_mask\000004.jpg,0
neutral\immanuel_macron\000021.jpg,sunglasses\immanuel_macron_wearing_sunglasses\000002.jpg,1
neutral\donnie_yen\000045.jpg,masked\andrey_rublev_wearing_mask\000001.jpg,0
neutral\mark_ruffalo\000007.jpg,masked\guiseppe_marotta_wearing_mask\000001.jpg,0
neutral\zlatan_ibrahimovic\000002.jpg,masked\zlatan_ibrahimovic_wearing_mask\000002.jpg,1
neutral\immanuel_macron\000008.jpg,masked\immanuel_macron_wearing_mask\000029.jpg,1
neutral\ben_mendelsohn\000046.jpg,sunglasses\emilia_clarke_wearing_sunglasses\000034.jpg,0
neutral\recep_tayip_erdogan\000016.jpg,masked\recep_tayip_erdogan_wearing_mask\000005.jpg,1
neutral\hasan_salihamidzic\000005.jpg,masked\lebron_james_wearing_mask\000005.jpg,0
neutral\serena_williams\000026.jpg,masked\serena_williams_wearing_mask\000002.jpg,1
neutral\lebron_james\000007.jpg,sunglasses\lebron_james_wearing_sunglasses\000012.jpg,1
neutral\michael_douglas\000017.jpg,sunglasses\novak_djokovic_wearing_sunglasses\000002.jpg,0
neutral\iga_swiatek\000010.jpg,masked\iga_swiatek_wearing_mask\000001.jpg,1
neutral\lewis_hamilton\000006.jpg,sunglasses\lewis_hamilton_wearing_sunglasses\000009.jpg,1
neutral\vin_diesel\000007.jpg,sunglasses\karim_benzema_wearing_sunglasses\000002.jpg,0
neutral\scarlett_johansson\000045.jpg,sunglasses\scarlett_johansson_wearing_sunglasses\000025.jpg,1
neutral\diego_schwartzman\000008.jpg,masked\daniil_medvedev_wearing_mask\000002.jpg,0
neutral\daniel_ricciardo\000002.jpg,masked\daniel_ricciardo_wearing_mask\000004.jpg,1
neutral\naomi_scott\000019.jpg,masked\nikita_mazepin_wearing_mask\000002.jpg,0
neutral\jayson_tatum\000017.jpg,masked\jayson_tatum_wearing_mask\000001.jpg,1
neutral\adrien_brody\000011.jpg,sunglasses\michelle_pfeiffer_wearing_sunglasses\000002.jpg,0
neutral\jake_gyllenhaal\000016.jpg,sunglasses\jake_gyllenhaal_wearing_sunglasses\000023.jpg,1
neutral\michael_b_jordan\000027.jpg,sunglasses\thomas_muller_wearing_sunglasses\000001.jpg,0
neutral\anthony_davis\000023.jpg,masked\anthony_davis_wearing_mask\000001.jpg,1
neutral\kevin_costner\000007.jpg,masked\immanuel_macron_wearing_mask\000020.jpg,0
neutral\ed_harris\000010.jpg,sunglasses\margot_robbie_wearing_sunglasses\000016.jpg,0
neutral\al_pacino\000007.jpg,masked\sebastian_vettel_wearing_mask\000007.jpg,0
neutral\emilia_clarke\000046.jpg,sunglasses\emilia_clarke_wearing_sunglasses\000013.jpg,1
neutral\alain_delon\000014.jpg,sunglasses\alain_delon_wearing_sunglasses\000009.jpg,1
neutral\jon_favreau\000049.jpg,sunglasses\jon_favreau_wearing_sunglasses\000009.jpg,1
neutral\brie_larson\000033.jpg,sunglasses\gary_peters_wearing_sunglasses\000002.jpg,0
neutral\virgil_van_dijk\000005.jpg,masked\virgil_van_dijk_wearing_mask\000001.jpg,1
neutral\morgan_freeman\000006.jpg,sunglasses\meryl_streep_wearing_sunglasses\000013.jpg,0
neutral\kevin_spacey\000007.jpg,masked\recep_tayip_erdogan_wearing_mask\000001.jpg,0
neutral\neymar\000006.jpg,sunglasses\nicolas_cage_wearing_sunglasses\000013.jpg,0
neutral\harrison_ford\000013.jpg,sunglasses\harrison_ford_wearing_sunglasses\000001.jpg,1
neutral\jean_castex\000022.jpg,sunglasses\jayson_tatum_wearing_sunglasses\000004.jpg,0
neutral\daniil_medvedev\000001.jpg,masked\daniil_medvedev_wearing_mask\000001.jpg,1
neutral\leonardo_dicaprio\000002.jpg,sunglasses\carlos_sainz_wearing_sunglasses\000004.jpg,0
neutral\esteban_ocon\000001.jpg,masked\patty_murray_wearing_mask\000002.jpg,0
neutral\dominic_thiem\000001.jpg,sunglasses\roger_federer_wearing_sunglasses\000003.jpg,0
neutral\elizabeth_warren\000020.jpg,sunglasses\christian_bale_wearing_sunglasses\000002.jpg,0
neutral\chuck_schumer\000026.jpg,sunglasses\chuck_schumer_wearing_sunglasses\000001.jpg,1
neutral\immanuel_macron\000017.jpg,masked\immanuel_macron_wearing_mask\000019.jpg,1
neutral\adrien_brody\000013.jpg,sunglasses\tom_cruise_wearing_sunglasses\000018.jpg,0
neutral\joe_biden\000026.jpg,sunglasses\nicolas_cage_wearing_sunglasses\000016.jpg,0
neutral\elon_musk\000005.jpg,masked\elon_musk_wearing_mask\000006.jpg,1
neutral\robert_downey_jr\000030.jpg,masked\jayson_tatum_wearing_mask\000001.jpg,0
neutral\naomi_osaka\000001.jpg,masked\lebron_james_wearing_mask\000004.jpg,0
neutral\immanuel_macron\000013.jpg,masked\chuck_schumer_wearing_mask\000011.jpg,0
neutral\george_russell\000004.jpg,masked\george_russell_wearing_mask\000003.jpg,1
neutral\karen_gillan\000054.jpg,masked\carlos_sainz_wearing_mask\000001.jpg,0
neutral\jack_nicholson\000003.jpg,sunglasses\jack_nicholson_wearing_sunglasses\000020.jpg,1
neutral\cory_booker\000025.jpg,masked\cory_booker_wearing_mask\000003.jpg,1
neutral\thomas_muller\000025.jpg,sunglasses\stefanos_tsitsipas_wearing_sunglasses\000001.jpg,0
neutral\kamala_haris\000022.jpg,masked\kamala_haris_wearing_mask\000009.jpg,1
neutral\carlos_sainz\000020.jpg,masked\carlos_sainz_wearing_mask\000001.jpg,1
neutral\carlos_sainz\000027.jpg,sunglasses\ben_mendelsohn_wearing_sunglasses\000035.jpg,0
neutral\jayson_tatum\000016.jpg,masked\jayson_tatum_wearing_mask\000001.jpg,1
neutral\bruno_fernandes\000029.jpg,masked\guiseppe_marotta_wearing_mask\000001.jpg,0
neutral\elon_musk\000029.jpg,masked\bernie_sanders_wearing_mask\000012.jpg,0
neutral\virgil_van_dijk\000015.jpg,sunglasses\virgil_van_dijk_wearing_sunglasses\000004.jpg,1
neutral\johnny_depp\000001.jpg,masked\sebastian_vettel_wearing_mask\000005.jpg,0
neutral\anthony_davis\000021.jpg,sunglasses\anthony_davis_wearing_sunglasses\000003.jpg,1
neutral\bruno_fernandes\000001.jpg,sunglasses\bruno_fernandes_wearing_sunglasses\000001.jpg,1
neutral\stefanos_tsitsipas\000022.jpg,masked\amy_klobuchar_wearing_mask\000003.jpg,0
neutral\stefanos_tsitsipas\000013.jpg,masked\immanuel_macron_wearing_mask\000020.jpg,0
neutral\daniel_ricciardo\000005.jpg,masked\daniel_ricciardo_wearing_mask\000004.jpg,1
neutral\christopher_walken\000011.jpg,sunglasses\christopher_walken_wearing_sunglasses\000001.jpg,1
neutral\lebron_james\000001.jpg,masked\lebron_james_wearing_mask\000001.jpg,1
neutral\diego_schwartzman\000006.jpg,masked\diego_schwartzman_wearing_mask\000001.jpg,1
neutral\roger_federer\000027.jpg,sunglasses\roger_federer_wearing_sunglasses\000009.jpg,1
neutral\ben_mendelsohn\000005.jpg,sunglasses\naomi_scott_wearing_sunglasses\000007.jpg,0
neutral\elon_musk\000035.jpg,sunglasses\giannis_antetokounmpo_wearing_sunglasses\000005.jpg,0
neutral\andrey_rublev\000019.jpg,masked\donald_trump_wearing_mask\000006.jpg,0
neutral\chris_evans\000041.jpg,sunglasses\chris_evans_wearing_sunglasses\000043.jpg,1
neutral\val_kilmer\000012.jpg,sunglasses\naomi_osaka_wearing_sunglasses\000001.jpg,0
neutral\jack_black\000012.jpg,sunglasses\jack_black_wearing_sunglasses\000014.jpg,1
neutral\andrey_rublev\000010.jpg,masked\andrey_rublev_wearing_mask\000003.jpg,1
neutral\edward_norton\000008.jpg,sunglasses\edward_norton_wearing_sunglasses\000003.jpg,1
neutral\robert_de_niro\000009.jpg,sunglasses\jamie_lee_curtis_wearing_sunglasses\000002.jpg,0
neutral\pom_klementieff\000026.jpg,sunglasses\robin_williams_wearing_sunglasses\000003.jpg,0
neutral\george_russell\000019.jpg,masked\george_russell_wearing_mask\000005.jpg,1
neutral\andrey_rublev\000009.jpg,sunglasses\steve_buscemi_wearing_sunglasses\000007.jpg,0
neutral\daniil_medvedev\000003.jpg,masked\jimmy_butler_wearing_mask\000001.jpg,0
neutral\mohamed_salah\000004.jpg,sunglasses\mohamed_salah_wearing_sunglasses\000002.jpg,1
neutral\joe_biden\000009.jpg,masked\joe_biden_wearing_mask\000006.jpg,1
neutral\jason_momoa\000040.jpg,sunglasses\jason_momoa_wearing_sunglasses\000002.jpg,1
neutral\dwayne_johnson\000013.jpg,masked\patrick_leahy_wearing_mask\000007.jpg,0
neutral\t_j_miller\000013.jpg,sunglasses\t_j_miller_wearing_sunglasses\000001.jpg,1
neutral\recep_tayip_erdogan\000012.jpg,masked\recep_tayip_erdogan_wearing_mask\000006.jpg,1
neutral\donald_trump\000009.jpg,masked\bernie_sanders_wearing_mask\000013.jpg,0
neutral\heath_ledger\000003.jpg,sunglasses\heath_ledger_wearing_sunglasses\000005.jpg,1
neutral\yuki_tsunoda\000008.jpg,masked\yuki_tsunoda_wearing_mask\000005.jpg,1
neutral\pom_klementieff\000026.jpg,sunglasses\pom_klementieff_wearing_sunglasses\000006.jpg,1
neutral\scarlett_johansson\000041.jpg,sunglasses\scarlett_johansson_wearing_sunglasses\000016.jpg,1
neutral\jack_black\000031.jpg,sunglasses\jack_black_wearing_sunglasses\000001.jpg,1
neutral\donnie_yen\000057.jpg,masked\rafael_nadal_wearing_mask\000002.jpg,0
neutral\amy_klobuchar\000011.jpg,masked\immanuel_macron_wearing_mask\000004.jpg,0
neutral\lewis_hamilton\000001.jpg,masked\lewis_hamilton_wearing_mask\000012.jpg,1
neutral\harrison_ford\000018.jpg,sunglasses\stefanos_tsitsipas_wearing_sunglasses\000001.jpg,0
neutral\kevin_bacon\000008.jpg,sunglasses\kevin_bacon_wearing_sunglasses\000004.jpg,1
neutral\matt_damon\000018.jpg,masked\bruno_fernandes_wearing_mask\000001.jpg,0
neutral\colin_farell\000004.jpg,sunglasses\antonio_banderas_wearing_sunglasses\000005.jpg,0
neutral\andrey_rublev\000010.jpg,masked\andrey_rublev_wearing_mask\000002.jpg,1
neutral\donnie_yen\000047.jpg,sunglasses\bill_gates_wearing_sunglasses\000001.jpg,0
neutral\colin_farell\000049.jpg,sunglasses\jason_momoa_wearing_sunglasses\000001.jpg,0
neutral\dick_durbin\000026.jpg,masked\dick_durbin_wearing_mask\000007.jpg,1
neutral\rafael_nadal\000007.jpg,masked\rafael_nadal_wearing_mask\000009.jpg,1
neutral\sebastian_vettel\000009.jpg,masked\sebastian_vettel_wearing_mask\000007.jpg,1
neutral\esteban_ocon\000009.jpg,sunglasses\jamie_lee_curtis_wearing_sunglasses\000007.jpg,0
neutral\thomas_muller\000017.jpg,masked\thomas_muller_wearing_mask\000003.jpg,1
neutral\tom_hardy\000001.jpg,sunglasses\mark_hamill_wearing_sunglasses\000003.jpg,0
neutral\yuki_tsunoda\000016.jpg,sunglasses\michael_b_jordan_wearing_sunglasses\000007.jpg,0
neutral\joe_manchin\000003.jpg,masked\joe_manchin_wearing_mask\000006.jpg,1
neutral\laurence_fishburne\000048.jpg,sunglasses\laurence_fishburne_wearing_sunglasses\000020.jpg,1
neutral\michael_keaton\000008.jpg,sunglasses\michael_keaton_wearing_sunglasses\000006.jpg,1
neutral\chuck_schumer\000007.jpg,sunglasses\jake_gyllenhaal_wearing_sunglasses\000005.jpg,0
neutral\patrick_leahy\000005.jpg,masked\patrick_leahy_wearing_mask\000003.jpg,1
neutral\donald_trump\000004.jpg,masked\donald_trump_wearing_mask\000004.jpg,1
neutral\john_ratzenberger\000018.jpg,sunglasses\john_ratzenberger_wearing_sunglasses\000005.jpg,1
